Sno,IP,Status,Link,last_analysis_stats,Country,whois_date,Last_Modification_Date,AS_Owner
1,218.92.0.125,Malicious,https://www.virustotal.com/gui/ip-address/218.92.0.125/detection,"{'malicious': 6, 'suspicious': 2, 'undetected': 20, 'harmless': 62, 'timeout': 0}",China,2024-02-19 14:51:39,2024-02-21 07:57:21,Chinanet
2,122.180.21.165,Malicious,https://www.virustotal.com/gui/ip-address/122.180.21.165/detection,"{'malicious': 12, 'suspicious': 0, 'undetected': 22, 'harmless': 56, 'timeout': 0}",India,2024-02-06 12:14:15,2024-02-21 09:02:29,"Bharti Airtel Ltd., Telemedia Services"
3,85.104.3.240,Malicious,https://www.virustotal.com/gui/ip-address/85.104.3.240/detection,"{'malicious': 12, 'suspicious': 1, 'undetected': 21, 'harmless': 56, 'timeout': 0}",Turkey,2024-01-15 23:18:23,2024-02-19 01:37:09,Turk Telekom
4,120.221.212.160,Malicious,https://www.virustotal.com/gui/ip-address/120.221.212.160/detection,"{'malicious': 12, 'suspicious': 1, 'undetected': 21, 'harmless': 56, 'timeout': 0}",China,2024-02-06 13:47:23,2024-02-20 18:51:15,"China Mobile Communications Group Co., Ltd."
